# BUSCO version is: 5.8.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
3049at4891	Complete	h2tg000119l_path	2480	5014	+	1009.1	604	https://www.orthodb.org/v10?query=3049at4891	DNA replication licensing factor MCM7
3050at4891	Complete	h2tg000143l_path	25890	21170	-	1090.8	566	https://www.orthodb.org/v10?query=3050at4891	Methionyl-tRNA synthetase
3060at4891	Complete	h2tg000034l_path	61093	63921	+	1112.8	763	https://www.orthodb.org/v10?query=3060at4891	WD40 repeat
3088at4891	Fragmented	h2tg000144l_path	22	1237	+	616.1	334	https://www.orthodb.org/v10?query=3088at4891	Glutamine-dependent NAD(+) synthetase
3096at4891	Complete	h2tg000089l_path	57422	60536	+	460.3	510	https://www.orthodb.org/v10?query=3096at4891	Exocyst complex component SEC8
3141at4891	Complete	h2tg000065l_path	88681	91050	+	642.6	536	https://www.orthodb.org/v10?query=3141at4891	Transcription elongation factor SPT5
3174at4891	Complete	h2tg000065l_path	18859	14920	-	516.1	697	https://www.orthodb.org/v10?query=3174at4891	WD40/YVTN repeat-like-containing domain superfamily
3190at4891	Complete	h2tg000021l_path	176910	173410	-	259.5	449	https://www.orthodb.org/v10?query=3190at4891	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal
3223at4891	Complete	h2tg000083l_path	5255	7942	+	319.6	442	https://www.orthodb.org/v10?query=3223at4891	WD40-repeat-containing domain
3246at4891	Complete	h2tg000076l_path	2297	4826	+	573.5	700	https://www.orthodb.org/v10?query=3246at4891	P-loop containing nucleoside triphosphate hydrolase protein
3287at4891	Complete	h2tg000119l_path	55887	53350	-	1001.5	690	https://www.orthodb.org/v10?query=3287at4891	glycoside hydrolase family 31 protein
3292at4891	Complete	h2tg000092l_path	45969	48195	+	666.8	469	https://www.orthodb.org/v10?query=3292at4891	similar to Saccharomyces cerevisiae YAL053W FLC2 Putative FAD transporter
3316at4891	Complete	h2tg000021l_path	160582	163761	+	1084.9	731	https://www.orthodb.org/v10?query=3316at4891	SNF2-related, N-terminal domain
3320at4891	Complete	h2tg000065l_path	131808	135593	+	959.9	932	https://www.orthodb.org/v10?query=3320at4891	Clustered mitochondria protein homolog
3331at4891	Complete	h2tg000002l_path	129861	131750	+	1124.3	585	https://www.orthodb.org/v10?query=3331at4891	P-loop containing nucleoside triphosphate hydrolase protein
3360at4891	Complete	h2tg000101l_path	30072	34456	+	640.8	723	https://www.orthodb.org/v10?query=3360at4891	Sister chromatid cohesion protein
3385at4891	Complete	h2tg000082l_path	31429	34152	+	615.7	487	https://www.orthodb.org/v10?query=3385at4891	AP-3 complex subunit delta
3388at4891	Complete	h2tg000113l_path	2	1870	+	694.6	462	https://www.orthodb.org/v10?query=3388at4891	Multisite-specific tRNA
3395at4891	Complete	h2tg000053l_path	3536	207	-	274.5	399	https://www.orthodb.org/v10?query=3395at4891	WD40-repeat-containing domain
3397at4891	Complete	h2tg000035l_path	5144	7879	+	422.8	573	https://www.orthodb.org/v10?query=3397at4891	Pep3/Vps18/deep orange
3404at4891	Complete	h2tg000048l_path	12913	15401	+	333.9	349	https://www.orthodb.org/v10?query=3404at4891	Serine/threonine-protein phosphatase 4 regulatory subunit 3
3426at4891	Complete	h2tg000078l_path	46309	49119	+	504.9	455	https://www.orthodb.org/v10?query=3426at4891	DNA repair protein REV1
3439at4891	Complete	h2tg000033l_path	43724	46333	+	863.9	559	https://www.orthodb.org/v10?query=3439at4891	SLC26A/SulP transporter
3472at4891	Complete	h2tg000040l_path	27444	30011	+	652.5	493	https://www.orthodb.org/v10?query=3472at4891	Zn(2)-C6 fungal-type DNA-binding domain
3484at4891	Complete	h2tg000006l_path	114366	112103	-	1212.8	636	https://www.orthodb.org/v10?query=3484at4891	3-isopropylmalate dehydratase
3487at4891	Complete	h2tg000055l_path	27044	24039	-	1396.2	805	https://www.orthodb.org/v10?query=3487at4891	Exosome complex exonuclease RRP44
3494at4891	Complete	h2tg000076l_path	19777	17153	-	400.5	361	https://www.orthodb.org/v10?query=3494at4891	Actin-related protein 8
3496at4891	Complete	h2tg000030l_path	73149	70666	-	1146.4	657	https://www.orthodb.org/v10?query=3496at4891	ATPase, AAA-type, conserved site
3544at4891	Complete	h2tg000048l_path	135047	131898	-	965.9	622	https://www.orthodb.org/v10?query=3544at4891	Phosphatidylinositol 3-/4-kinase, catalytic domain
3548at4891	Complete	h2tg000022l_path	99263	96978	-	900.0	572	https://www.orthodb.org/v10?query=3548at4891	glycosyltransferase family 39 protein
3559at4891	Complete	h2tg000048l_path	42297	44915	+	443.2	490	https://www.orthodb.org/v10?query=3559at4891	Ribonucleases P/MRP protein subunit POP1
3574at4891	Missing
3577at4891	Complete	h2tg000126l_path	38630	41841	+	1017.6	513	https://www.orthodb.org/v10?query=3577at4891	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
3593at4891	Duplicated	h2tg000065l_path	277112	279258	+	849.8	586	https://www.orthodb.org/v10?query=3593at4891	Isomerising glucosamine-fructose-6-phosphate aminotransferase
3593at4891	Duplicated	h2tg000028l_path	28653	26343	-	983.7	552	https://www.orthodb.org/v10?query=3593at4891	Isomerising glucosamine-fructose-6-phosphate aminotransferase
3596at4891	Complete	h2tg000029l_path	80529	78239	-	718.8	498	https://www.orthodb.org/v10?query=3596at4891	anaphase-promoting complex component
3606at4891	Complete	h2tg000118l_path	83686	81296	-	783.3	510	https://www.orthodb.org/v10?query=3606at4891	TFIID subunit TAF5, NTD2 domain
3616at4891	Complete	h2tg000143l_path	14956	11864	-	734.0	526	https://www.orthodb.org/v10?query=3616at4891	XPG/Rad2 endonuclease
3680at4891	Complete	h2tg000068l_path	22378	19526	-	678.1	478	https://www.orthodb.org/v10?query=3680at4891	ATPase, AAA-type, conserved site
3764at4891	Complete	h2tg000050l_path	5969	3780	-	850.0	601	https://www.orthodb.org/v10?query=3764at4891	actin-like ATPase domain-containing protein
3773at4891	Complete	h2tg000109l_path	6775	4265	-	748.9	495	https://www.orthodb.org/v10?query=3773at4891	Leucine-rich repeat
3798at4891	Complete	h2tg000127l_path	30322	32379	+	967.2	541	https://www.orthodb.org/v10?query=3798at4891	Homoaconitase, mitochondrial
3802at4891	Missing
3806at4891	Complete	h2tg000034l_path	39412	41947	+	343.3	399	https://www.orthodb.org/v10?query=3806at4891	Cleavage and polyadenylation specificity factor subunit 2
3824at4891	Complete	h2tg000010l_path	17024	14724	-	835.7	556	https://www.orthodb.org/v10?query=3824at4891	Protein SDA1
3845at4891	Fragmented	h2tg000025l_path	1761	3880	+	544.7	498	https://www.orthodb.org/v10?query=3845at4891	P-loop containing nucleoside triphosphate hydrolase protein
3849at4891	Fragmented	h2tg000051l_path	4113	5258	+	363.0	262	https://www.orthodb.org/v10?query=3849at4891	para-aminobenzoate synthase
3853at4891	Complete	h2tg000083l_path	8436	11420	+	1066.8	828	https://www.orthodb.org/v10?query=3853at4891	binding
3892at4891	Complete	h2tg000043l_path	26647	29552	+	370.1	511	https://www.orthodb.org/v10?query=3892at4891	RNA polymerase II assembly factor Rtp1, C-terminal
3937at4891	Complete	h2tg000005l_path	79810	81318	+	572.1	372	https://www.orthodb.org/v10?query=3937at4891	Methylenetetrahydrofolate reductase
3959at4891	Complete	h2tg000019l_path	133918	131114	-	560.3	423	https://www.orthodb.org/v10?query=3959at4891	Vacuolar protein sorting-associated protein 35
3981at4891	Complete	h2tg000020l_path	93737	91449	-	172.1	228	https://www.orthodb.org/v10?query=3981at4891	BRCT domain
3988at4891	Complete	h2tg000029l_path	126123	124012	-	1112.4	604	https://www.orthodb.org/v10?query=3988at4891	Dynamin, GTPase domain
4017at4891	Complete	h2tg000021l_path	76560	74407	-	940.2	523	https://www.orthodb.org/v10?query=4017at4891	Vacuolar transporter chaperone 4
4022at4891	Complete	h2tg000022l_path	45145	42962	-	435.1	353	https://www.orthodb.org/v10?query=4022at4891	Zinc finger, PHD-type
4034at4891	Complete	h2tg000029l_path	126633	128291	+	798.0	458	https://www.orthodb.org/v10?query=4034at4891	Poly(A) polymerase
4036at4891	Complete	h2tg000126l_path	114885	116945	+	565.8	436	https://www.orthodb.org/v10?query=4036at4891	Biotin--acetyl-CoA-carboxylase ligase
4037at4891	Complete	h2tg000065l_path	233294	235249	+	419.7	429	https://www.orthodb.org/v10?query=4037at4891	mRNA 3'-end-processing protein RNA14
4064at4891	Complete	h2tg000086l_path	55980	53032	-	792.0	624	https://www.orthodb.org/v10?query=4064at4891	Aminoacyl-tRNA synthetase, class Ia
4082at4891	Duplicated	h2tg000110l_path	13870	10850	-	708.0	694	https://www.orthodb.org/v10?query=4082at4891	WD40/YVTN repeat-like-containing domain superfamily
4082at4891	Duplicated	h2tg000089l_path	23859	26966	+	731.5	670	https://www.orthodb.org/v10?query=4082at4891	WD40/YVTN repeat-like-containing domain superfamily
4125at4891	Complete	h2tg000135l_path	29453	31186	+	758.9	440	https://www.orthodb.org/v10?query=4125at4891	Armadillo
4151at4891	Complete	h2tg000144l_path	54860	52077	-	552.7	524	https://www.orthodb.org/v10?query=4151at4891	Sec23/Sec24, helical domain
4175at4891	Complete	h2tg000006l_path	97527	100628	+	346.8	528	https://www.orthodb.org/v10?query=4175at4891	similar to Saccharomyces cerevisiae YGL016W KAP122 Karyopherin beta
4206at4891	Complete	h2tg000125l_path	42330	39940	-	1266.0	713	https://www.orthodb.org/v10?query=4206at4891	WD40-repeat-containing domain
4254at4891	Complete	h2tg000021l_path	54014	51567	-	472.4	532	https://www.orthodb.org/v10?query=4254at4891	Vacuolar protein sorting-associated protein 53
4259at4891	Duplicated	h2tg000064l_path	9070	5910	-	1090.3	651	https://www.orthodb.org/v10?query=4259at4891	Hydroxymethylglutaryl-CoA reductase, class I/II
4259at4891	Duplicated	h2tg000040l_path	23932	26953	+	1039.7	644	https://www.orthodb.org/v10?query=4259at4891	Hydroxymethylglutaryl-CoA reductase, class I/II
4263at4891	Complete	h2tg000082l_path	57726	54691	-	356.2	547	https://www.orthodb.org/v10?query=4263at4891	WD40-repeat-containing domain
4279at4891	Duplicated	h2tg000068l_path	68906	71428	+	635.4	382	https://www.orthodb.org/v10?query=4279at4891	Non-specific serine/threonine protein kinase
4279at4891	Duplicated	h2tg000075l_path	104682	106628	+	559.0	371	https://www.orthodb.org/v10?query=4279at4891	Non-specific serine/threonine protein kinase
4281at4891	Complete	h2tg000068l_path	31064	28755	-	738.9	467	https://www.orthodb.org/v10?query=4281at4891	Polyphosphoinositide phosphatase
4310at4891	Complete	h2tg000117l_path	43619	46502	+	488.3	544	https://www.orthodb.org/v10?query=4310at4891	Peptide hydrolase
4316at4891	Complete	h2tg000117l_path	89354	91606	+	545.9	442	https://www.orthodb.org/v10?query=4316at4891	putative tubulin--tyrosine ligase PBY1
4322at4891	Complete	h2tg000129l_path	18848	15996	-	714.7	568	https://www.orthodb.org/v10?query=4322at4891	SANT/Myb domain
4326at4891	Complete	h2tg000098l_path	77444	80428	+	1066.5	674	https://www.orthodb.org/v10?query=4326at4891	ATP-dependent RNA helicase DBP10
4330at4891	Complete	h2tg000007l_path	109905	112025	+	861.5	507	https://www.orthodb.org/v10?query=4330at4891	WD40-repeat-containing domain
4336at4891	Complete	h2tg000045l_path	114414	112537	-	520.6	427	https://www.orthodb.org/v10?query=4336at4891	Patatin-like phospholipase domain
4348at4891	Complete	h2tg000100l_path	148151	145242	-	356.1	462	https://www.orthodb.org/v10?query=4348at4891	Exocyst complex component EXOC2/Sec5
4350at4891	Complete	h2tg000110l_path	21296	18180	-	753.0	660	https://www.orthodb.org/v10?query=4350at4891	WD40/YVTN repeat-like-containing domain superfamily
4356at4891	Fragmented	h2tg000005l_path	121617	122702	+	417.1	272	https://www.orthodb.org/v10?query=4356at4891	P-loop containing nucleoside triphosphate hydrolase protein
4360at4891	Complete	h2tg000116l_path	7892	9878	+	676.7	457	https://www.orthodb.org/v10?query=4360at4891	acetyl-CoA synthetase-like protein
4361at4891	Complete	h2tg000089l_path	608	2455	+	938.6	498	https://www.orthodb.org/v10?query=4361at4891	ATPase, AAA-type, conserved site
4366at4891	Complete	h2tg000067l_path	42672	37987	-	733.0	850	https://www.orthodb.org/v10?query=4366at4891	Zinc finger, RING/FYVE/PHD-type
4369at4891	Complete	h2tg000072l_path	38565	40337	+	809.6	487	https://www.orthodb.org/v10?query=4369at4891	Phospholipid
4373at4891	Complete	h2tg000013l_path	151372	148481	-	1210.5	732	https://www.orthodb.org/v10?query=4373at4891	26S proteasome regulatory subunit RPN1
4400at4891	Complete	h2tg000134l_path	7757	10660	+	1019.2	595	https://www.orthodb.org/v10?query=4400at4891	DNA helicase
4402at4891	Fragmented	h2tg000040l_path	2309	99	-	78.8	274	https://www.orthodb.org/v10?query=4402at4891	Hid-1/Ecm30
4428at4891	Complete	h2tg000014l_path	160899	162968	+	634.8	472	https://www.orthodb.org/v10?query=4428at4891	Jacalin-like lectin domain
4448at4891	Complete	h2tg000144l_path	99140	101990	+	526.0	452	https://www.orthodb.org/v10?query=4448at4891	Histone-lysine N-methyltransferase, H3 lysine-4 specific
4466at4891	Complete	h2tg000100l_path	114842	120499	+	961.9	1292	https://www.orthodb.org/v10?query=4466at4891	Pleckstrin homology domain
4474at4891	Complete	h2tg000084l_path	38192	36546	-	1004.3	485	https://www.orthodb.org/v10?query=4474at4891	Elongator complex protein 3
4476at4891	Duplicated	h2tg000021l_path	184767	182809	-	1028.3	513	https://www.orthodb.org/v10?query=4476at4891	heat shock protein 70
4476at4891	Duplicated	h2tg000134l_path	15495	17381	+	967.8	512	https://www.orthodb.org/v10?query=4476at4891	heat shock protein 70
4478at4891	Complete	h2tg000078l_path	71537	73448	+	757.8	464	https://www.orthodb.org/v10?query=4478at4891	putative electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial
4484at4891	Complete	h2tg000126l_path	78675	76834	-	787.7	508	https://www.orthodb.org/v10?query=4484at4891	DNA ligase
4490at4891	Fragmented	h2tg000008l_path	51552	49816	-	525.5	409	https://www.orthodb.org/v10?query=4490at4891	WD40-repeat-containing domain
4496at4891	Complete	h2tg000013l_path	173559	171631	-	721.2	444	https://www.orthodb.org/v10?query=4496at4891	Aldehyde dehydrogenase domain
4513at4891	Complete	h2tg000076l_path	61057	63966	+	701.3	687	https://www.orthodb.org/v10?query=4513at4891	binding
4544at4891	Complete	h2tg000024l_path	73871	70773	-	731.4	591	https://www.orthodb.org/v10?query=4544at4891	Peroxisome biogenesis factor 1
4545at4891	Complete	h2tg000123l_path	65653	62793	-	1021.6	693	https://www.orthodb.org/v10?query=4545at4891	similar to Saccharomyces cerevisiae YCR017C CWH43 Putative sensor/transporter protein involved in cell wall biogenesis
4561at4891	Fragmented	h2tg000014l_path	192501	191056	-	752.3	455	https://www.orthodb.org/v10?query=4561at4891	U3 small nucleolar RNA-associated protein 25
4581at4891	Complete	h2tg000137l_path	7725	5896	-	1077.2	535	https://www.orthodb.org/v10?query=4581at4891	ABC transporter, conserved site
4590at4891	Complete	h2tg000100l_path	74181	72277	-	926.3	519	https://www.orthodb.org/v10?query=4590at4891	EF-hand domain
4591at4891	Complete	h2tg000108l_path	19197	21678	+	1143.1	657	https://www.orthodb.org/v10?query=4591at4891	Translation initiation factor IF- 2
4598at4891	Complete	h2tg000004l_path	110157	112815	+	632.3	483	https://www.orthodb.org/v10?query=4598at4891	Serine/threonine-protein kinase ATG1
4609at4891	Complete	h2tg000122l_path	8503	11026	+	1045.3	602	https://www.orthodb.org/v10?query=4609at4891	AdoMet-dependent rRNA methyltransferase SPB1
4661at4891	Complete	h2tg000015l_path	34338	36358	+	421.8	452	https://www.orthodb.org/v10?query=4661at4891	Thioredoxin domain
4664at4891	Complete	h2tg000120l_path	2637	55	-	914.8	703	https://www.orthodb.org/v10?query=4664at4891	WD40-repeat-containing domain
4680at4891	Complete	h2tg000004l_path	6561	8963	+	987.9	634	https://www.orthodb.org/v10?query=4680at4891	PurM-like, C-terminal domain
4765at4891	Complete	h2tg000067l_path	8205	11264	+	741.7	768	https://www.orthodb.org/v10?query=4765at4891	Zinc finger, RING/FYVE/PHD-type
4773at4891	Complete	h2tg000044l_path	68132	64847	-	215.4	449	https://www.orthodb.org/v10?query=4773at4891	TRAPP II complex, TRAPPC10
4795at4891	Fragmented	h2tg000117l_path	13233	11515	-	313.7	335	https://www.orthodb.org/v10?query=4795at4891	Ubiquitin carboxyl-terminal hydrolase
4846at4891	Complete	h2tg000006l_path	232463	234388	+	534.4	406	https://www.orthodb.org/v10?query=4846at4891	Eukaryotic translation initiation factor 2A
4848at4891	Complete	h2tg000056l_path	64505	66634	+	742.0	527	https://www.orthodb.org/v10?query=4848at4891	Nucleolar complex protein 2
4850at4891	Complete	h2tg000029l_path	68023	66203	-	811.5	469	https://www.orthodb.org/v10?query=4850at4891	Malic enzyme
4853at4891	Fragmented	h2tg000098l_path	34855	35541	+	172.6	165	https://www.orthodb.org/v10?query=4853at4891	Alpha/Beta hydrolase fold
4865at4891	Complete	h2tg000014l_path	308082	304896	-	405.2	436	https://www.orthodb.org/v10?query=4865at4891	Cohesin subunit SCC3
4918at4891	Missing
4939at4891	Complete	h2tg000071l_path	22945	24960	+	849.1	511	https://www.orthodb.org/v10?query=4939at4891	Histone deacetylase
4952at4891	Complete	h2tg000118l_path	79051	77405	-	891.3	463	https://www.orthodb.org/v10?query=4952at4891	Glucose-6-phosphate isomerase
4972at4891	Complete	h2tg000101l_path	96024	97691	+	922.1	493	https://www.orthodb.org/v10?query=4972at4891	GroEL-like apical domain superfamily
5040at4891	Complete	h2tg000142l_path	38609	42010	+	685.0	551	https://www.orthodb.org/v10?query=5040at4891	Phosphatidylserine decarboxylase proenzyme 2
5053at4891	Complete	h2tg000098l_path	24835	27171	+	845.0	575	https://www.orthodb.org/v10?query=5053at4891	Ribosome biogenesis protein TSR1
5096at4891	Complete	h2tg000065l_path	324596	326656	+	940.0	509	https://www.orthodb.org/v10?query=5096at4891	Acetolactate synthase
5123at4891	Complete	h2tg000110l_path	99951	96673	-	849.8	546	https://www.orthodb.org/v10?query=5123at4891	Zn(2)-C6 fungal-type DNA-binding domain
5148at4891	Complete	h2tg000109l_path	52027	50165	-	642.4	436	https://www.orthodb.org/v10?query=5148at4891	Replication protein A subunit
5157at4891	Complete	h2tg000099l_path	73380	70714	-	577.6	595	https://www.orthodb.org/v10?query=5157at4891	Vacuolar protein sorting-associated protein 54
5183at4891	Complete	h2tg000100l_path	143145	141100	-	444.0	450	https://www.orthodb.org/v10?query=5183at4891	Sec1-like protein
5188at4891	Complete	h2tg000096l_path	36474	34231	-	474.3	432	https://www.orthodb.org/v10?query=5188at4891	Rab-GTPase-TBC domain
5189at4891	Complete	h2tg000066l_path	87944	90250	+	578.0	425	https://www.orthodb.org/v10?query=5189at4891	DNA mismatch repair, conserved site
5194at4891	Complete	h2tg000126l_path	136154	138599	+	615.3	573	https://www.orthodb.org/v10?query=5194at4891	Winged helix-like DNA-binding domain superfamily
5280at4891	Fragmented	h2tg000140l_path	141715	142602	+	443.9	249	https://www.orthodb.org/v10?query=5280at4891	Polyadenylate-binding protein
5314at4891	Duplicated	h2tg000043l_path	29952	32059	+	1213.4	611	https://www.orthodb.org/v10?query=5314at4891	Histidine kinase/HSP90-like ATPase
